dataset_origin,dataset_role,scale,CF_level,search_stage,condition,state_id
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI2_R03:seed817000028:iteration3000
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,high_action_entropy,CB1_TRAIN_M_CF1_RI1_TI2_R03:seed817000028:iteration3000
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI2_R03:seed817000028:iteration3860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,high_action_entropy,CB1_TRAIN_M_CF1_RI1_TI2_R03:seed817000028:iteration3860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,improving,CB1_TRAIN_M_CF1_RI1_TI3_R01:seed817000029:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF1_RI1_TI3_R01:seed817000029:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,low_action_entropy,CB1_TRAIN_M_CF1_RI1_TI3_R01:seed817000029:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI3_R01:seed817000029:iteration1240
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,low_action_entropy,CB1_TRAIN_M_CF1_RI1_TI3_R01:seed817000029:iteration1240
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI3_R01:seed817000029:iteration2060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,high_action_entropy,CB1_TRAIN_M_CF1_RI1_TI3_R01:seed817000029:iteration2060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI3_R01:seed817000029:iteration2900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,high_action_entropy,CB1_TRAIN_M_CF1_RI1_TI3_R01:seed817000029:iteration2900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI1_TI3_R01:seed817000029:iteration3720
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,high_action_entropy,CB1_TRAIN_M_CF1_RI1_TI3_R01:seed817000029:iteration3720
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI1_R03:seed817000030:iteration440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,low_action_entropy,CB1_TRAIN_M_CF1_RI2_TI1_R03:seed817000030:iteration440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI1_R03:seed817000030:iteration1320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,high_action_entropy,CB1_TRAIN_M_CF1_RI2_TI1_R03:seed817000030:iteration1320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI1_R03:seed817000030:iteration2200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,high_action_entropy,CB1_TRAIN_M_CF1_RI2_TI1_R03:seed817000030:iteration2200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI1_R03:seed817000030:iteration3080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,low_action_entropy,CB1_TRAIN_M_CF1_RI2_TI1_R03:seed817000030:iteration3080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI1_R03:seed817000030:iteration3980
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,high_action_entropy,CB1_TRAIN_M_CF1_RI2_TI1_R03:seed817000030:iteration3980
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,improving,CB1_TRAIN_M_CF1_RI2_TI2_R01:seed817000031:iteration440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF1_RI2_TI2_R01:seed817000031:iteration440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,low_action_entropy,CB1_TRAIN_M_CF1_RI2_TI2_R01:seed817000031:iteration440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI2_R01:seed817000031:iteration1300
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,low_action_entropy,CB1_TRAIN_M_CF1_RI2_TI2_R01:seed817000031:iteration1300
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI2_R01:seed817000031:iteration2140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,high_action_entropy,CB1_TRAIN_M_CF1_RI2_TI2_R01:seed817000031:iteration2140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI2_R01:seed817000031:iteration3000
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,high_action_entropy,CB1_TRAIN_M_CF1_RI2_TI2_R01:seed817000031:iteration3000
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI2_R01:seed817000031:iteration3860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,high_action_entropy,CB1_TRAIN_M_CF1_RI2_TI2_R01:seed817000031:iteration3860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,improving,CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,immediately_post_improvement,CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,low_action_entropy,CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration1200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,high_action_entropy,CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration1200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration1980
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,high_action_entropy,CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration1980
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration2780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,high_action_entropy,CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration2780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration3560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,low_action_entropy,CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration3560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI1_R01:seed817000033:iteration440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,high_action_entropy,CB1_TRAIN_M_CF1_RI3_TI1_R01:seed817000033:iteration440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI1_R01:seed817000033:iteration1320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,low_action_entropy,CB1_TRAIN_M_CF1_RI3_TI1_R01:seed817000033:iteration1320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI1_R01:seed817000033:iteration2200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,high_action_entropy,CB1_TRAIN_M_CF1_RI3_TI1_R01:seed817000033:iteration2200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI1_R01:seed817000033:iteration3080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,high_action_entropy,CB1_TRAIN_M_CF1_RI3_TI1_R01:seed817000033:iteration3080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI1_R01:seed817000033:iteration3940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,low_action_entropy,CB1_TRAIN_M_CF1_RI3_TI1_R01:seed817000033:iteration3940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI2_R02:seed817000034:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,high_action_entropy,CB1_TRAIN_M_CF1_RI3_TI2_R02:seed817000034:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI2_R02:seed817000034:iteration1200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,low_action_entropy,CB1_TRAIN_M_CF1_RI3_TI2_R02:seed817000034:iteration1200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI2_R02:seed817000034:iteration2000
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,high_action_entropy,CB1_TRAIN_M_CF1_RI3_TI2_R02:seed817000034:iteration2000
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI2_R02:seed817000034:iteration2780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,low_action_entropy,CB1_TRAIN_M_CF1_RI3_TI2_R02:seed817000034:iteration2780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI2_R02:seed817000034:iteration3560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,high_action_entropy,CB1_TRAIN_M_CF1_RI3_TI2_R02:seed817000034:iteration3560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,improving,CB1_TRAIN_M_CF1_RI3_TI3_R03:seed817000035:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF1_RI3_TI3_R03:seed817000035:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,0-20%,low_action_entropy,CB1_TRAIN_M_CF1_RI3_TI3_R03:seed817000035:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI3_R03:seed817000035:iteration1260
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,20-40%,high_action_entropy,CB1_TRAIN_M_CF1_RI3_TI3_R03:seed817000035:iteration1260
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI3_R03:seed817000035:iteration2120
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,high_action_entropy,CB1_TRAIN_M_CF1_RI3_TI3_R03:seed817000035:iteration2120
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI3_R03:seed817000035:iteration2960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,60-80%,low_action_entropy,CB1_TRAIN_M_CF1_RI3_TI3_R03:seed817000035:iteration2960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF1_RI3_TI3_R03:seed817000035:iteration3800
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,80-100%,high_action_entropy,CB1_TRAIN_M_CF1_RI3_TI3_R03:seed817000035:iteration3800
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,improving,CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,low_action_entropy,CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration1280
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,high_action_entropy,CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration1280
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration2140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration2140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,high_action_entropy,CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration2140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration2980
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,high_action_entropy,CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration2980
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration3840
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,low_action_entropy,CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration3840
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI2_R01:seed817000037:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,high_action_entropy,CB1_TRAIN_M_CF2_RI1_TI2_R01:seed817000037:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI2_R01:seed817000037:iteration1180
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,high_action_entropy,CB1_TRAIN_M_CF2_RI1_TI2_R01:seed817000037:iteration1180
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI2_R01:seed817000037:iteration1960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,high_action_entropy,CB1_TRAIN_M_CF2_RI1_TI2_R01:seed817000037:iteration1960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI2_R01:seed817000037:iteration2740
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,low_action_entropy,CB1_TRAIN_M_CF2_RI1_TI2_R01:seed817000037:iteration2740
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI2_R01:seed817000037:iteration3520
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,low_action_entropy,CB1_TRAIN_M_CF2_RI1_TI2_R01:seed817000037:iteration3520
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI3_R02:seed817000038:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF2_RI1_TI3_R02:seed817000038:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,low_action_entropy,CB1_TRAIN_M_CF2_RI1_TI3_R02:seed817000038:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI3_R02:seed817000038:iteration1200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,high_action_entropy,CB1_TRAIN_M_CF2_RI1_TI3_R02:seed817000038:iteration1200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI3_R02:seed817000038:iteration1980
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,high_action_entropy,CB1_TRAIN_M_CF2_RI1_TI3_R02:seed817000038:iteration1980
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI3_R02:seed817000038:iteration2780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,low_action_entropy,CB1_TRAIN_M_CF2_RI1_TI3_R02:seed817000038:iteration2780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI1_TI3_R02:seed817000038:iteration3580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,high_action_entropy,CB1_TRAIN_M_CF2_RI1_TI3_R02:seed817000038:iteration3580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI1_R01:seed817000039:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,high_action_entropy,CB1_TRAIN_M_CF2_RI2_TI1_R01:seed817000039:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI1_R01:seed817000039:iteration1240
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,low_action_entropy,CB1_TRAIN_M_CF2_RI2_TI1_R01:seed817000039:iteration1240
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI1_R01:seed817000039:iteration2060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,high_action_entropy,CB1_TRAIN_M_CF2_RI2_TI1_R01:seed817000039:iteration2060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI1_R01:seed817000039:iteration2860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,high_action_entropy,CB1_TRAIN_M_CF2_RI2_TI1_R01:seed817000039:iteration2860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI1_R01:seed817000039:iteration3680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,low_action_entropy,CB1_TRAIN_M_CF2_RI2_TI1_R01:seed817000039:iteration3680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI2_R02:seed817000040:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,high_action_entropy,CB1_TRAIN_M_CF2_RI2_TI2_R02:seed817000040:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI2_R02:seed817000040:iteration1260
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,high_action_entropy,CB1_TRAIN_M_CF2_RI2_TI2_R02:seed817000040:iteration1260
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI2_R02:seed817000040:iteration2100
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,low_action_entropy,CB1_TRAIN_M_CF2_RI2_TI2_R02:seed817000040:iteration2100
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI2_R02:seed817000040:iteration2940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,low_action_entropy,CB1_TRAIN_M_CF2_RI2_TI2_R02:seed817000040:iteration2940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI2_R02:seed817000040:iteration3760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,high_action_entropy,CB1_TRAIN_M_CF2_RI2_TI2_R02:seed817000040:iteration3760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI3_R03:seed817000041:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF2_RI2_TI3_R03:seed817000041:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,high_action_entropy,CB1_TRAIN_M_CF2_RI2_TI3_R03:seed817000041:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI3_R03:seed817000041:iteration1180
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,low_action_entropy,CB1_TRAIN_M_CF2_RI2_TI3_R03:seed817000041:iteration1180
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI3_R03:seed817000041:iteration1940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,low_action_entropy,CB1_TRAIN_M_CF2_RI2_TI3_R03:seed817000041:iteration1940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI3_R03:seed817000041:iteration2720
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,high_action_entropy,CB1_TRAIN_M_CF2_RI2_TI3_R03:seed817000041:iteration2720
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI2_TI3_R03:seed817000041:iteration3480
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,high_action_entropy,CB1_TRAIN_M_CF2_RI2_TI3_R03:seed817000041:iteration3480
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI1_R02:seed817000042:iteration440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,low_action_entropy,CB1_TRAIN_M_CF2_RI3_TI1_R02:seed817000042:iteration440
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI1_R02:seed817000042:iteration1300
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,low_action_entropy,CB1_TRAIN_M_CF2_RI3_TI1_R02:seed817000042:iteration1300
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI1_R02:seed817000042:iteration2160
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,high_action_entropy,CB1_TRAIN_M_CF2_RI3_TI1_R02:seed817000042:iteration2160
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI1_R02:seed817000042:iteration3020
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,high_action_entropy,CB1_TRAIN_M_CF2_RI3_TI1_R02:seed817000042:iteration3020
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI1_R02:seed817000042:iteration3900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,high_action_entropy,CB1_TRAIN_M_CF2_RI3_TI1_R02:seed817000042:iteration3900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI2_R03:seed817000043:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF2_RI3_TI2_R03:seed817000043:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,high_action_entropy,CB1_TRAIN_M_CF2_RI3_TI2_R03:seed817000043:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI2_R03:seed817000043:iteration1260
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,low_action_entropy,CB1_TRAIN_M_CF2_RI3_TI2_R03:seed817000043:iteration1260
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI2_R03:seed817000043:iteration2080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,low_action_entropy,CB1_TRAIN_M_CF2_RI3_TI2_R03:seed817000043:iteration2080
